T,dM
0.0865995995995996,4.4992383490746746e-9
0.0868988988988989,4.505240136683242e-9
0.0871981981981982,4.511406566896914e-9
0.0874974974974975,4.5177367177101635e-9
0.08779679679679679,4.524229569105587e-9
0.0880960960960961,4.5308845581654156e-9
0.0883953953953954,4.5377005842076046e-9
0.0886946946946947,4.54467678680931e-9
0.08899399399399399,4.551811920439075e-9
0.08929329329329329,4.559105409168707e-9
0.0895925925925926,4.566555834861763e-9
0.0898918918918919,4.57416252184345e-9
0.09019119119119119,4.581924450096364e-9
0.09049049049049049,4.589840282148705e-9
0.09078978978978978,4.597908437667386e-9
0.0910890890890891,4.606129178595653e-9
0.09138838838838839,4.614500562910573e-9
0.09168768768768769,4.623021276559114e-9
0.09198698698698698,4.6316903801885134e-9
0.09228628628628628,4.64050665515553e-9
0.09258558558558559,4.649468606995888e-9
0.09288488488488489,4.658574861808595e-9
0.09318418418418419,4.667824423862377e-9
0.09348348348348348,4.677215718028316e-9
0.09378278278278278,4.686747242903244e-9
0.09408208208208209,4.696418120717083e-9
0.09438138138138139,4.706226276740555e-9
0.09468068068068068,4.71617071784447e-9
0.09497997997997998,4.726249156795925e-9
0.09527927927927927,4.7364611338931994e-9
0.09557857857857859,4.746803970723246e-9
0.09587787787787788,4.757276557063039e-9
0.09617717717717718,4.767876937011861e-9
0.09647647647647647,4.77860367768812e-9
0.09677577577577577,4.789454512675595e-9
0.09707507507507508,4.8004282996588765e-9
0.09737437437437438,4.8115227791606374e-9
0.09767367367367367,4.822735803593214e-9
0.09797297297297297,4.834065547160149e-9
0.09827227227227227,4.8455101450337046e-9
0.09857157157157158,4.857067366359491e-9
0.09887087087087088,4.868735372330624e-9
0.09917017017017017,4.880511757753003e-9
0.09946946946946947,4.892393834672604e-9
0.09976876876876876,4.904380246535667e-9
0.10006806806806806,4.916468260285356e-9
0.10036736736736737,4.928655195773901e-9
0.10066666666666667,4.9409389826088335e-9
0.10096596596596596,4.953316776711014e-9
0.10126526526526526,4.965786190233579e-9
0.10156456456456456,4.978344673133017e-9
0.10186386386386387,4.990989070814689e-9
0.10216316316316316,5.0037173458458706e-9
0.10246246246246246,5.016526367050689e-9
0.10276176176176176,5.029413449944564e-9
0.10306106106106105,5.042374830177554e-9
0.10336036036036036,5.055408446898169e-9
0.10365965965965966,5.068510377896629e-9
0.10395895895895896,5.081678186753813e-9
0.10425825825825825,5.094908101313522e-9
0.10455755755755755,5.1081975533176505e-9
0.10485685685685686,5.1215425806577786e-9
0.10515615615615616,5.134939595925758e-9
0.10545545545545545,5.148385303146985e-9
0.10575475475475475,5.161876318743319e-9
0.10605405405405405,5.175408642442425e-9
0.10635335335335336,5.18897833555465e-9
0.10665265265265265,5.202582343231954e-9
0.10695195195195195,5.216216004272356e-9
0.10725125125125125,5.229875674889195e-9
0.10755055055055054,5.243557255930897e-9
0.10784984984984985,5.257255962162755e-9
0.10814914914914915,5.270968782104812e-9
0.10844844844844845,5.284690542811665e-9
0.10874774774774774,5.298416535376438e-9
0.10904704704704704,5.3121434941821866e-9
0.10934634634634635,5.325865386728024e-9
0.10964564564564565,5.3395784556029e-9
0.10994494494494494,5.353277650159416e-9
0.11024424424424424,5.36695832394074e-9
0.11054354354354354,5.380615025144669e-9
0.11084284284284285,5.394243152850864e-9
0.11114214214214214,5.407837525873982e-9
0.11144144144144144,5.421393025912408e-9
0.11174074074074074,5.4349041829493405e-9
0.11204004004004003,5.448365697838242e-9
0.11233933933933934,5.461772324775321e-9
0.11263863863863864,5.475117969243326e-9
0.11293793793793794,5.488397156021285e-9
0.11323723723723723,5.5016044038166956e-9
0.11353653653653653,5.514733743879757e-9
0.11383583583583584,5.527779183608222e-9
0.11413513513513514,5.540734790681484e-9
0.11443443443443443,5.55359462497268e-9
0.11473373373373373,5.56635196963251e-9
0.11503303303303303,5.5790012509944475e-9
0.11533233233233234,5.591535681519211e-9
0.11563163163163163,5.603948398207048e-9
0.11593093093093093,5.616234052905483e-9
0.11623023023023023,5.628384706652528e-9
0.11652952952952952,5.640395143568372e-9
0.11682882882882883,5.652257410813238e-9
0.11712812812812813,5.663964800211446e-9
0.11742742742742743,5.6755110459418e-9
0.11772672672672672,5.686888879079255e-9
0.11802602602602602,5.698090677682538e-9
0.11832532532532533,5.709110540222384e-9
0.11862462462462463,5.719940003416635e-9
0.11892392392392392,5.730572462739336e-9
0.11922322322322322,5.741000736868979e-9
0.11952252252252252,5.751217148353138e-9
0.11982182182182183,5.761214778247231e-9
0.12012112112112112,5.770985384880023e-9
0.12042042042042042,5.7805221629313175e-9
0.12071971971971972,5.789817162597105e-9
0.12101901901901901,5.798863140539512e-9
0.12131831831831832,5.807652243665362e-9
0.12161761761761762,5.816176891666747e-9
0.12191691691691692,5.824429568420525e-9
0.12221621621621621,5.832402351878263e-9
0.12251551551551551,5.85276105835239e-9
0.12281481481481482,5.8474277008988e-9
0.12311411411411412,5.854540610986114e-9
0.12341341341341341,5.86131735941936e-9
0.12371271271271271,5.86777626314372e-9
0.12401201201201201,5.873909389268739e-9
0.12431131131131132,5.879709257233107e-9
0.12461061061061061,5.885168097644056e-9
0.12490990990990991,5.8902783609850184e-9
0.12520920920920922,5.895032752310098e-9
0.1255085085085085,5.899423652713787e-9
0.12580780780780781,5.9034438886808316e-9
0.1261071071071071,5.90708578839666e-9
0.1264064064064064,5.910342513581329e-9
0.12670570570570572,5.913206509947783e-9
0.127005005005005,5.915671208965578e-9
0.1273043043043043,5.917729235457858e-9
0.1276036036036036,5.9281060130200736e-9
0.1279029029029029,5.920578986275127e-9
0.12820220220220221,5.921393879566861e-9
0.1285015015015015,5.9217576597533905e-9
0.1288008008008008,5.921682272574252e-9
0.1291001001001001,5.921160750512605e-9
0.1293993993993994,5.920187453115067e-9
0.1296986986986987,5.918756540001374e-9
0.129997997997998,5.916862416688318e-9
0.1302972972972973,5.914499497799985e-9
0.1305965965965966,5.91166223005285e-9
0.1308958958958959,5.908345914948376e-9
0.1311951951951952,5.9045453730359465e-9
0.1314944944944945,5.900256340798937e-9
0.1317937937937938,5.883585036271094e-9
0.13209309309309308,5.890194280672861e-9
0.1323923923923924,5.872253841174291e-9
0.1326916916916917,5.878158554090823e-9
0.132990990990991,5.871340936439845e-9
0.1332902902902903,5.864035481153995e-9
0.13358958958958958,5.856215891126421e-9
0.1338888888888889,5.847879018267693e-9
0.1341881881881882,5.839022959152479e-9
0.13448748748748748,5.829645783033549e-9
0.1347867867867868,5.819745833683665e-9
0.13508608608608608,1.0579644799113552e-14
0.1353853853853854,1.0797352595348642e-14
0.1356846846846847,1.0966921815125374e-14
0.13598398398398398,1.1136491034902107e-14
0.1362832832832833,1.1305626573809846e-14
0.13658258258258257,1.1473027389241608e-14
0.13688188188188188,1.1637826119459405e-14
0.1371811811811812,1.180045644533223e-14
0.13748048048048048,1.1961352047729079e-14
0.1377797797797798,1.212354869273291e-14
0.13807907907907907,1.2277505401225852e-14
0.13837837837837838,1.24310284288498e-14
0.1386776776776777,1.258281673299777e-14
0.13897697697697697,1.2730701909324793e-14
0.13927627627627628,1.287381659609288e-14
0.13957557557557557,1.3015630240253984e-14
0.13987487487487488,1.3154841799201122e-14
0.1401741741741742,1.3288415506851337e-14
0.14047347347347347,1.3418519767549597e-14
0.14077277277277278,1.3543853538688921e-14
0.14107207207207206,1.3667018905483275e-14
0.14137137137137137,1.3784112740111709e-14
0.14167067067067068,1.3896869766050202e-14
0.14196996996996997,1.4007458387643723e-14
0.14226926926926928,1.4110674434464343e-14
0.14256856856856856,1.4209553672595021e-14
0.14286786786786787,1.4304096102035757e-14
0.14316716716716718,1.4391699637572586e-14
0.14346646646646646,1.447670108789545e-14
0.14376576576576577,1.455432996344541e-14
0.14406506506506506,1.4627188349436437e-14
0.14436436436436437,1.469440888413054e-14
0.14466366366366368,1.475642524839671e-14
0.14496296296296296,1.4810635357020985e-14
0.14526226226226227,1.48618096995623e-14
0.14556156156156155,1.490604514819971e-14
0.14586086086086086,1.494485958597469e-14
0.14616016016016015,1.497630144897677e-14
0.14645945945945946,1.5004273865026896e-14
0.14675875875875877,1.5023789504131635e-14
0.14705805805805805,1.503918517498093e-14
0.14735735735735736,1.5047858792360813e-14
0.14765665665665664,1.505024403714028e-14
0.14795595595595595,1.5045690388015842e-14
0.14825525525525526,1.5036366249332467e-14
0.14855455455455455,1.5023138982828144e-14
0.14885385385385386,1.5001238098943936e-14
0.14915315315315314,1.4973916204197302e-14
0.14945245245245245,1.4941390139022737e-14
0.14975175175175176,1.4902792541682253e-14
0.15005105105105104,1.4859207614348335e-14
0.15035035035035035,1.48095511548485e-14
0.15064964964964964,1.475425684405174e-14
0.15094894894894895,1.4694625724565036e-14
0.15124824824824826,1.4627405189870935e-14
0.15154754754754754,1.4557582569962868e-14
0.15184684684684685,1.4482122098757877e-14
0.15214614614614613,1.4401240616690458e-14
0.15244544544544544,1.431515496419511e-14
0.15274474474474475,1.422538302431331e-14
0.15304404404404404,1.4130623754438076e-14
0.15334334334334335,1.403087715456941e-14
0.15364264264264263,1.3927877948183287e-14
0.15394194194194194,1.3819674571369234e-14
0.15424124124124125,1.3708652268906718e-14
0.15454054054054053,1.3593943679057752e-14
0.15483983983983984,1.3474464599649849e-14
0.15513913913913913,1.3352166594593484e-14
0.15543843843843844,1.3225531780847177e-14
0.15573773773773775,1.30967285627559e-14
0.15603703703703703,1.2964672738147165e-14
0.15633633633633634,1.2830882190062454e-14
0.15663563563563562,1.2692321152418806e-14
0.15693493493493493,1.2552675912602673e-14
0.15723423423423424,1.2410428587572575e-14
0.15753353353353353,1.226492865602502e-14
0.15783283283283284,1.2118778203173974e-14
0.15813213213213212,1.1969375143805472e-14
0.15843143143143143,1.181997208443697e-14
0.15873073073073074,1.1668617461157993e-14
0.15903003003003002,1.1515311273968543e-14
0.15932932932932933,1.1359836682434121e-14
0.15962862862862862,1.1204578931334197e-14
0.15992792792792793,1.1047152775889302e-14
0.16022722722722724,1.0889943460878904e-14
0.16052652652652652,1.0732734145868505e-14
0.16082582582582583,1.0572705905209645e-14
0.1611251251251251,1.0414412388026761e-14
0.16142442442442442,1.0253950466498907e-14
0.16172372372372373,1.0095440108881526e-14
0.16202302302302302,9.935411868222666e-15
0.16232232232232233,9.776250989301793e-15
0.1626216216216216,9.615789067773939e-15
0.16292092092092092,9.457061869722061e-15
0.16322022022022023,9.298985192973674e-15
0.1635195195195195,9.139390633183808e-15
0.16381881881881882,8.982614999042404e-15
0.1641181181181181,8.825405684032006e-15
0.16441741741741742,8.669280571194093e-15
0.16471671671671673,8.51467334139766e-15
0.165016016016016,8.360933473339216e-15
0.16531531531531532,8.20654308397728e-15
0.1656146146146146,8.054321098960315e-15
0.1659139139139139,7.904701199157316e-15
0.16621321321321322,7.754647618485322e-15
0.1665125125125125,7.606545601723802e-15
0.16681181181181182,7.45931094670027e-15
0.1671111111111111,7.31424469602171e-15
0.1674104104104104,7.170045807081138e-15
0.16770970970970972,7.028015322485537e-15
0.168009009009009,6.887069040062421e-15
0.1683083083083083,6.747423800246288e-15
0.1686076076076076,6.6103806456441205e-15
0.1689069069069069,6.4750722145179296e-15
0.16920620620620622,6.340197464260733e-15
0.1695055055055055,6.2083584800864955e-15
0.1698048048048048,6.077820538519241e-15
0.1701041041041041,5.949017320427963e-15
0.1704034034034034,5.82281618755065e-15
0.1707027027027027,5.697265575976829e-15
0.171002002002002,5.5743170496169725e-15
0.1713013013013013,5.452886406298596e-15
0.1716006006006006,5.332973646021699e-15
0.1718998998998999,5.215662970958768e-15
0.1721991991991992,5.100520700240807e-15
0.1724984984984985,4.986462631695332e-15
0.1727977977977978,4.875223488798319e-15
0.17309709709709709,4.765285388508289e-15
0.1733963963963964,4.6566483308252415e-15
0.1736956956956957,4.550613358356159e-15
0.173994994994995,4.447180471101042e-15
0.1742942942942943,4.344398105149416e-15
0.17459359359359358,4.24465150528075e-15
0.1748928928928929,4.145338586281078e-15
0.1751921921921922,4.049278273798862e-15
0.17549149149149149,3.9538684826201376e-15
0.1757907907907908,3.86171129795887e-15
0.17609009009009008,3.769770953732099e-15
0.1763893893893894,3.680432694719293e-15
0.1766886886886887,3.59239547831347e-15
0.17698798798798798,3.5071771875561097e-15
0.1772872872872873,3.4228262585367375e-15
0.17758658658658658,3.3408605742968334e-15
0.17788588588588589,3.2597622517949176e-15
0.1781851851851852,3.180615493203476e-15
0.17848448448448448,3.103420298522508e-15
0.1787837837837838,3.0277429868830197e-15
0.17908308308308307,2.953366717850514e-15
0.17938238238238238,2.8807251722939853e-15
0.1796816816816817,2.8098183502134333e-15
0.17998098098098098,2.740646251608858e-15
0.1802802802802803,2.673425716914757e-15
0.18057957957957957,2.606855703524147e-15
0.18087887887887888,2.542454094478508e-15
0.1811781781781782,2.478052485432869e-15
0.18147747747747747,2.4163613818184437e-15
0.18177677677677678,2.35532079950751e-15
0.18207607607607607,2.2963402013242984e-15
0.18237537537537538,2.2392027468343123e-15
0.1826746746746747,2.1824989732133204e-15
0.18297397397397397,2.127855183720051e-15
0.18327327327327328,2.07331981444403e-15
0.18357257257257256,2.020519168643986e-15
0.18387187187187187,1.969127985668173e-15
0.18417117117117118,1.9188210048648457e-15
0.18447047047047047,1.870248747537495e-15
0.18476976976976978,1.8221101710791388e-15
0.18506906906906906,1.7753810574450135e-15
0.18536836836836837,1.7294108853316281e-15
0.18566766766766768,1.6857175377804623e-15
0.18596696696696696,1.642132610446545e-15
0.18626626626626627,1.6002824065886045e-15
0.18656556556556556,1.5587574633824097e-15
0.18686486486486487,1.5187504032176946e-15
0.18716416416416418,1.4791770239219737e-15
0.18746346346346346,1.441229947884981e-15
0.18776276276276277,1.4027407707617456e-15
0.18806206206206205,1.3667452586352269e-15
0.18836136136136136,1.3312918475949509e-15
0.18866066066066067,1.2965973780754148e-15
0.18895995995995996,1.2628786905111156e-15
0.18925925925925927,1.2300273646848048e-15
0.18955855855855855,1.1975012995102396e-15
0.18985785785785786,1.1659510162909115e-15
0.19015715715715717,8.278967789099312e-16
0.19045645645645645,1.1058862159352145e-15
0.19075575575575576,1.0771548583643487e-15
0.19105505505505505,1.049074022096974e-15
0.19135435435435436,1.021860547567588e-15
0.19165365365365367,9.954060145589416e-16
0.19195295295295295,9.685178006813011e-16
0.19225225225225226,9.430390496278918e-16
0.19255155155155154,9.17885559226228e-16
0.19285085085085085,8.937078507798013e-16
0.19315015015015016,8.702890838541144e-16
0.19344944944944945,8.476292584491674e-16
0.19374874874874876,8.249694330442203e-16
0.19404804804804804,8.031769693772617e-16
0.19434734734734735,7.816013461448001e-16
0.19464664664664666,7.607846644330785e-16
0.19494594594594594,7.413774455455879e-16
0.19524524524524525,7.22078646875346e-16
0.19554454454454454,7.02779848205104e-16
0.19584384384384385,6.839147304038562e-16
0.19614314314314316,6.657001339060997e-16
0.19644244244244244,6.482444789290831e-16
0.19674174174174175,6.313309250383092e-16
0.19704104104104103,6.144173711475354e-16
0.19734034034034034,5.978290779085071e-16
0.19763963963963965,5.825418272764615e-16
0.19793893893893894,5.667124755581732e-16
0.19823823823823825,5.516420653606247e-16
0.19853753753753753,5.371137562493189e-16
0.19883683683683684,5.228022875725102e-16
0.19913613613613615,5.085992391129501e-16
0.19943543543543543,4.954803928258755e-16
0.19973473473473474,4.822531263215524e-16
0.20003403403403403,4.693511204689749e-16
0.20033333333333334,4.565575348336459e-16
0.20063263263263265,4.447397311535539e-16
0.20093193193193193,4.324882466044677e-16
0.20123123123123124,2.514915359297376e-15
0.20153053053053052,4.1015368185126633e-16
0.20182982982982983,3.990948196919142e-16
0.20212912912912914,3.883612181843077e-16
0.20242842842842843,3.7773603689394974e-16
0.20272772772772774,3.677613769070831e-16
0.20302702702702702,3.5822039778921066e-16
0.20332632632632633,3.4867941867133823e-16
0.20362562562562564,3.3924685977071434e-16
0.20392492492492492,3.301395615218361e-16
0.20422422422422423,3.213575239247035e-16
0.20452352352352351,3.1322600763106223e-16
0.20482282282282283,3.04118709382184e-16
0.20512212212212214,2.9609561330579126e-16
0.20542142142142142,2.8893987896738693e-16
0.20572072072072073,2.80483102022e-16
0.20602002002002,2.732189474663471e-16
0.20631931931931932,2.656295322589486e-16
0.20661861861861863,2.5890747878953846e-16
