a,b,c,d,e,f,g
0.05261261261261261,0.00020171959682661325,3.427713940986058e-5,0.00041843783005353856,0.9765749808903215,0.9765748362976242,0.9765086655371069
0.05297297297297297,0.00021312601010579544,3.671414096745915e-5,0.0004362396140129164,0.976574967000452,0.9765748071951421,0.9765046490108573
0.05333333333333334,0.00022503456611508703,3.9292086670550486e-5,0.0004545947277281362,0.9765749517205964,0.9765747753168065,0.9765004377094708
0.05369369369369369,0.00023746074817922237,4.2017168300228145e-5,0.00047351393112771004,0.9765749349312087,0.9765747404368674,0.9764960245511153
0.05405405405405406,0.000250420292910045,4.4895756135482965e-5,0.0004930080776915438,0.9765749165041808,0.976574702314513,0.9764914022826316
0.054414414414414414,0.0002639291898762742,4.793440091447353e-5,0.0005130881157420256,0.9765748963023773,0.9765746606930594,0.9764865634771906
0.05477477477477478,0.0002780036812720467,5.1139835757556036e-5,0.000533765089808468,0.9765748741791145,0.9765746152991414,0.9764815005320762
0.055135135135135134,0.0002926602615873304,5.4518978053311384e-5,0.000555050142066164,0.9765748499776516,0.9765745658418981,0.9764762056662242
0.0554954954954955,0.00030791567728342354,5.8078931307808184e-5,0.0005769545138475941,0.9765748235306415,0.9765745120120966,0.9764706709178885
0.055855855855855854,0.00032378692647706743,6.182698695869644e-5,0.000599489547226392,0.9765747946595698,0.976574453481241,0.9764648881421623
0.05621621621621622,0.0003402912586349617,6.57706261547852e-5,0.0006226666866723754,0.9765747631741659,0.9765743899006516,0.9764588490085655
0.056576576576576575,0.0003574461742835944,6.991752150229915e-5,0.0006464974807782336,0.976574728871805,0.9765743209005326,0.9764525449984915
0.05693693693693694,0.0003752694247356296,7.427553877911006e-5,0.0006709935840572511,0.9765746915368727,0.9765742460889499,0.9764459674025754
0.057297297297297295,0.00039377901183639214,7.88527386177188e-5,0.0006961667588097807,0.9765746509401175,0.976574165050874,0.9764391073181993
0.05765765765765766,0.0004129931877331891,8.365737815897042e-5,0.0007220288770612895,0.9765746068379723,0.9765740773470978,0.9764319556466998
0.058018018018018015,0.000432930454670016,8.869791267712971e-5,0.0007485919225681068,0.976574558971872,0.9765739825131821,0.9764245030907579
0.05837837837837838,0.00045360956481042163,9.398299717810545e-5,0.0007758679928938011,0.9765745070675127,0.9765738800583428,0.9764167401515287
0.058738738738738736,0.00047504952009093203,9.952148797210754e-5,0.0008038693015530282,0.9765744508341299,0.9765737694643273,0.9764086571259056
0.0590990990990991,0.0004972695721077129,0.00010532244422223825,0.0008326081802257537,0.9765743899637038,0.9765736501842255,0.9764002441034965
0.05945945945945946,0.0005202892220387113,0.00011139512947050092,0.0008620970810375762,0.9765743241301904,0.9765735216412912,0.9763914909638485
0.05981981981981982,0.00054412822060385,0.00011774901314281557,0.0008923485789110194,0.9765742529886816,0.9765733832276865,0.9763823873733131
0.06018018018018018,0.0005688065680654192,0.00012439377203460236,0.0009233753739841385,0.9765741761745799,0.9765732343032165,0.976372922781977
0.06054054054054054,0.0005943445142710906,0.00013133929177854537,0.0009551902940975705,0.9765740933027058,0.9765730741940593,0.9763630864205489
0.0609009009009009,0.0006207625587416083,0.00013859566829628437,0.0009878062973506148,0.9765740039664204,0.9765729021913601,0.9763528672971298
0.06126126126126126,0.000648081450805463,0.00014617320923557422,0.0010212364747254827,0.9765739077366837,0.976572717549933,0.9763422541939915
0.061621621621621624,0.0006763221897825511,0.00015408243539479852,0.0010554940527822227,0.9765738041611086,0.9765725194868085,0.9763312356641133
0.06198198198198198,0.0007055060252188964,0.0001623340821364824,0.0010905923964219105,0.9765736927629952,0.976572307179792,0.9763198000277928
0.062342342342342344,0.0007356544571745866,0.00017093910079160927,0.0011265450117191394,0.9765735730402929,0.9765720797660042,0.9763079353692192
0.0627027027027027,0.0007667892365666931,0.00017990866005655306,0.0011633655488276424,0.9765734444645842,0.9765718363403629,0.9762956295327037
0.06306306306306306,0.0007989323655692359,0.000189254147384494,0.0012010678049532019,0.9765733064800153,0.9765715759540137,0.9762828701191979
0.06342342342342343,0.0008321060980721189,0.00019898717037308323,0.0012396657274016706,0.9765731585021977,0.9765712976127434,0.9762696444823825
0.06378378378378378,0.0008663329402008358,0.00020911955815031613,0.0012791734166962981,0.9765729999170779,0.9765710002753556,0.9762559397249446
0.06414414414414414,0.0009016356508987263,0.00021966336276042227,0.001319605129771217,0.9765728300798,0.9765706828520226,0.9762417426945273
0.0645045045045045,0.0009380372425738638,0.00023063086055182393,0.0013609752832367326,0.9765726483134823,0.9765703442025493,0.976227039979748
0.06486486486486487,0.0009755609818118738,0.0002420345535689354,0.0014032984567185483,0.9765724539080369,0.9765699831346573,0.9762118179062385
0.06522522522522523,0.0010142303901568863,0.0002538871709499012,0.0014465893962789184,0.9765722461189034,0.9765695984021695,0.9761960625320747
0.06558558558558558,0.0010540692449621722,0.000266201670332131,0.0014908630179076958,0.976572024165757,0.9765691887032175,0.9761797596437343
0.06594594594594595,0.001095101580312039,0.0002789912392676873,0.001536134411095097,0.9765717872312116,0.9765687526783755,0.9761628947516694
0.06630630630630631,0.0011373516880168895,0.0002922692966505699,0.001582418842486227,0.9765715344594632,0.9765682889087235,0.9761454530856011
0.06666666666666667,0.0011808441186830485,0.00030604949415778546,0.001629731759612972,0.9765712649549041,0.9765677959139363,0.9761274195900379
0.06702702702702702,0.0012256036828589012,0.0003203457177063564,0.0016780887947109562,0.9765709777807088,0.9765672721502965,0.9761087789194571
0.06738738738738739,0.0012716554522591084,0.00033517208892837937,0.0017275057686191955,0.9765706719573981,0.9765667160086202,0.9760895154335028
0.06774774774774775,0.0013190247610686064,0.00035054296666597954,0.0017779986947689366,0.976570346461326,0.976566125812234,0.976069613191842
0.0681081081081081,0.001367737207327764,0.0003664729484884934,0.0018295837832526718,0.9765700002231801,0.9765654998148334,0.9760490559493961
0.06846846846846846,0.001417818654400512,0.0003829768722338465,0.0018822774449939207,0.9765696321264319,0.9765648361983423,0.9760278271506926
0.06882882882882883,0.0014692952325272427,0.00040006981757637034,0.001936096295997154,0.9765692410057156,0.9765641330706656,0.9760059099248652
0.06918918918918919,0.0015221933404635716,0.0004177671076229948,0.0019910571616991845,0.9765688256452247,0.9765633884634737,0.9759832870799816
0.06954954954954955,0.0015765396472072696,0.0004360843105401452,0.0020471770814120874,0.9765683847770219,0.9765626003299112,0.9759599410975063
0.0699099099099099,0.001632361093814287,0.0004550372412135026,0.002104473312867046,0.9765679170793573,0.9765617665422492,0.9759358541264765
0.07027027027027027,0.0016896848953062366,0.00047464196294283857,0.002162963336854558,0.9765674211749023,0.97656088488946,0.9759110079777275
0.07063063063063063,0.0017485385426702833,0.0004949147891739348,0.0022226648619736457,0.9765668956289859,0.9765599530748212,0.9758853841176702
0.07099099099099099,0.0018089498049538423,0.0005158722852700722,0.002283595829478315,0.9765663389477401,0.9765589687134297,0.9758589636623367
0.07135135135135136,0.001870946731454835,0.0005375312703253323,0.002345774418240181,0.9765657495762755,0.9765579293296254,0.9758317273708481
0.07171171171171171,0.001934557654010145,0.0005599088190215809,0.0024092190498186785,0.9765651258967601,0.9765568323544915,0.9758036556389289
0.07207207207207207,0.001999811189383448,0.0005830222635322103,0.0024739483936427,0.9765644662264658,0.9765556751231304,0.9757747284923644
0.07243243243243243,0.0020667362417542646,0.000606889195474147,0.0025399813723116023,0.9765637688157729,0.9765544548720113,0.9757449255801713
0.0727927927927928,0.002135362005309841,0.0006315274679109265,0.0026073371670204313,0.9765630318461624,0.9765531687362377,0.9757142261674085
0.07315315315315316,0.002205717966941788,0.0006569551974090429,0.0026760352230999285,0.9765622534281485,0.9765518137467883,0.9756826091282538
0.07351351351351351,0.00227783390904974,0.0006831907661501822,0.002746095255691357,0.9765614315991064,0.9765503868276002,0.9756500529384633
0.07387387387387387,0.0023517399124525196,0.0007102528241014379,0.0028175372555457874,0.9765605643211879,0.9765488847927413,0.9756165356679931
0.07423423423423424,0.0024274663594106302,0.0007381602912462334,0.0028903814949638104,0.9765596494790342,0.9765473043434096,0.975582034973133
0.0745945945945946,0.0025050439367599194,0.0007669323598782331,0.0029646485338665355,0.9765586848775751,0.976545642064951,0.9755465280886974
0.07495495495495495,0.0025845036391600328,0.0007965884969610713,0.003040359226014303,0.9765576682397026,0.9765438944237624,0.9755099918198584
0.07531531531531531,0.0026658767724586294,0.0008271484465557901,0.003117534725367336,0.9765565972039247,0.9765420577642396,0.9754724025338518
0.07567567567567568,0.0027491949571737135,0.0008586322323196906,0.003196196492601976,0.9765554693219793,0.9765401283054951,0.9754337361513497
0.07603603603603604,0.002834490132096145,0.0008910601600780029,0.003276366301771749,0.9765542820563765,0.9765381021381656,0.9753939681379553
0.0763963963963964,0.002921794558014759,0.0009244528204717901,0.0033580662471465574,0.9765530327778837,0.9765359752211045,0.9753530734947844
0.07675675675675675,0.0030111408215652293,0.0009588310916846265,0.0034413187501886097,0.9765517187630046,0.9765337433779973,0.9753110267498633
0.07711711711711712,0.0031025618392060933,0.0009942161422505174,0.0035261465667300127,0.9765503371913689,0.9765314022939895,0.9752678019480512
0.07747747747747748,0.0031960908613233507,0.0010306294339467927,0.003612572794294224,0.9765488851430899,0.9765289475120509,0.9752233726418802
0.07783783783783783,0.0032917614764668606,0.001068092724772995,0.003700620879621283,0.9765473595960136,0.9765263744295896,0.9751777118812273
0.0781981981981982,0.003389607615715647,0.0011066280720199533,0.003790314626359791,0.9765457574230041,0.9765236782946796,0.9751307922034699
0.07855855855855856,0.0034896635572025294,0.0011462578354368923,0.0038816782029651013,0.9765440753890942,0.9765208542024326,0.975082585622677
0.07891891891891892,0.003591963930720006,0.0011870046804803522,0.0039747361507780615,0.9765423101486714,0.9765178970911818,0.9750330636192894
0.07927927927927927,0.0036965437225439466,0.0012288915816811479,0.004069513392326773,0.9765404582424386,0.976514801738698,0.9749821971286063
0.07963963963963964,0.0038034382803426962,0.0012719418260991179,0.0041660352398131375,0.9765385160945148,0.9765115627582572,0.9749299565300356
0.08,0.003912683318256535,0.001316179016889368,0.0042643274038410214,0.9765364800093386,0.9765081745945678,0.9748763116349708
0.08036036036036036,0.004024314922121486,0.0013616270769752463,0.004364416002343863,0.9765343461685865,0.9765046315198224,0.974821231675252
0.08072072072072072,0.004138369554846573,0.0014083102528337236,0.004466327569750414,0.9765321106279367,0.9765009276295233,0.9747646852909766
0.08108108108108109,0.004254884061943861,0.0014562531183963173,0.004570089066399228,0.9765297693139181,0.9764970568381698,0.9747066405175504
0.08144144144144144,0.004373895677218538,0.0015054805790677712,0.004675727888172899,0.9765273180205417,0.9764930128750646,0.9746470647732395
0.0818018018018018,0.004495442028619312,0.0015560178758677408,0.004783271876402212,0.976524752405923,0.976488789279877,0.9745859248457941
0.08216216216216216,0.004619561144251663,0.0016078905896981844,0.004892749328026894,0.9765220679889199,0.9764843793981539,0.9745231868787556
0.08252252252252253,0.004746291458561199,0.0016611246457399998,0.0050041890060161616,0.9765192601455333,0.9764797763767799,0.9744588163577158
0.08288288288288288,0.004875671818685531,0.0017157463179831964,0.005117620150074544,0.9765163241053891,0.9764749731593183,0.9743927780958985
0.08324324324324324,0.005007741490981566,0.0017717822338944146,0.005233072487632938,0.9765132549480618,0.9764699624812431,0.9743250362193345
0.08360360360360361,0.005142540167730269,0.001829259379224821,0.005350576245124982,0.9765100475993826,0.9764647368651849,0.9742555541519716
0.08396396396396397,0.005280107974023588,0.0018882051029647723,0.005470162159579286,0.9765066968275906,0.9764592886158782,0.9741842945999625
0.08432432432432432,0.005420485474835463,0.0019486471224464585,0.005591861490516241,0.9765031972395011,0.9764536098151879,0.9741112195358022
0.08468468468468468,0.0055637136822833866,0.002010613528600591,0.005715706032172921,0.9764995432765323,0.9764476923170036,0.9740362901819206
0.08504504504504505,0.005709834063081868,0.002074132791371531,0.005841728126064927,0.9764957292106878,0.9764415277419826,0.9739594669937801
0.08540540540540541,0.005858888546194176,0.002139233765295412,0.005969960673885904,0.9764917491404175,0.9764351074721421,0.9738807096426285
0.08576576576576576,0.006010919530684667,0.0022059456952437076,0.006100437150771144,0.9764875969864492,0.9764284226455446,0.973799976997651
0.08612612612612612,0.006165969893778395,0.0022742982223415012,0.0062331916189270415,0.9764832664874563,0.976421464150581,0.9737172271076524
0.08648648648648649,0.006324082999128821,0.0023443213900596733,0.00636825874163877,0.9764787511957371,0.9764142226204469,0.9736324171822657
0.08684684684684685,0.006485302705303241,0.0024160456504923465,0.0065056737976746624,0.9764740444726929,0.9764066884271523,0.9735455035725303
0.0872072072072072,0.006649673374484084,0.0024895018708175304,0.006645472696088076,0.9764691394843891,0.9763988516758322,0.9734564417511853
0.08756756756756756,0.0068172398814007554,0.0025647213399540712,0.006787691991460233,0.9764640291967164,0.976390702198511,0.9733651862917435
0.08792792792792793,0.006988047622484291,0.0026417357754131283,0.006932368899535514,0.9764587063708172,0.9763822295480811,0.9732716908480898
0.08828828828828829,0.007162142525261346,0.0027205773303556604,0.0070795413133529555,0.9764531635581746,0.9763734229919121,0.9731759081321723
0.08864864864864865,0.007339571057988049,0.0028012786008586336,0.007229247819805956,0.9764473930956221,0.9763642715053812,0.9730777898920123
0.08900900900900902,0.007520380239527597,0.0028838726333938244,0.007381527716681211,0.976441387100347,0.9763547637655091,0.9729772868889238
0.08936936936936937,0.007704617649478915,0.002968392932533429,0.0075364210302187725,0.9764351374647997,0.9763448881439692,0.9728743488734539
0.08972972972972973,0.007892331438567917,0.0030548734688778233,0.00769396853315535,0.9764286358512243,0.9763346327004379,0.9727689245612675
0.09009009009009009,0.008083570339293243,0.003143348687221188,0.007854211763290405,0.976421873686516,0.9763239851754821,0.9726609616084314
0.09045045045045046,0.008278383676849485,0.0032338535149571117,0.008017193042633824,0.9764148421565438,0.976312932983425,0.9725504065850751
0.09081081081081081,0.008476821380321228,0.0033264233707312094,0.008182955497074885,0.9764075322006571,0.9763014632050426,0.9724372049492832
0.09117117117117117,0.008678933994161735,0.003421094173350755,0.008351543076666412,0.9763999345058839,0.9762895625800301,0.9723213010194611
0.09153153153153153,0.008884772689959094,0.0035179023509546866,0.008523000576480304,0.9763920395011436,0.9762772174994,0.9722026379465744
0.0918918918918919,0.009094389278501598,0.003616884850455604,0.008697373658124953,0.9763838373511622,0.9762644139976092,0.9720811576846264
0.09225225225225225,0.009307836222142053,0.0037180791472580144,0.008874708871870102,0.9763753179504558,0.9762511377445855,0.9719568009611412
0.09261261261261261,0.009525166647476718,0.0038215232552634283,0.009055053679449617,0.9763664709170394,0.9762373740375662,0.9718295072464027
0.09297297297297297,0.009746434358340127,0.003927255737170761,0.009238456477574666,0.9763572855860305,0.9762231077926273,0.9716992147213251
0.09333333333333334,0.009971693849127517,0.0040353157150782365,0.009424966622127254,0.9763477510031424,0.9762083235361485,0.9715658602451152
0.0936936936936937,0.010201000318450972,0.004145742881397075,0.009614634453106858,0.976337855917991,0.9761930053961374,0.9714293793213906
0.09405405405405405,0.010434409683136817,0.004258577510088714,0.009807511320345968,0.9763275887773337,0.9761771370930972,0.9712897060633288
0.09441441441441441,0.010671978592578077,0.004373860468228432,0.010003649609992673,0.9763169377179854,0.9761607019310241,0.971146773158045
0.09477477477477478,0.01091376444344307,0.004491633227917241,0.010203102771841317,0.9763058905597506,0.9761436827876773,0.9710005118292844
0.09513513513513513,0.011159825394754469,0.00461193787853323,0.010405925347474724,0.9762944347981388,0.9761260621053469,0.9708508517995567
0.09549549549549549,0.011410220383348286,0.0047348171393545545,0.010612172999313423,0.976282557596845,0.9761078218806978,0.970697721250456
0.09585585585585586,0.011665009139717913,0.004860314372549387,0.010821902540532117,0.9762702457801921,0.9760889436546881,0.9705410467824371
0.09621621621621622,0.011924252204262535,0.0049884735965481765,0.011035171965961398,0.9762574858251868,0.9760694085023764,0.970380753372402
0.09657657657657658,0.01218801094393437,0.005119339499814797,0.011252040483888653,0.9762442638536786,0.9760491970221199,0.9702167643311014
0.09693693693693693,0.012456347569315254,0.00525295745502074,0.0114725685489594,0.9762305656240664,0.9760282893248021,0.9700490012576175
0.0972972972972973,0.012729325152114388,0.005389373533641139,0.011696817896013616,0.9762163765230187,0.9760066650226389,0.9698773839940295
0.09765765765765766,0.013007007643115616,0.005528634520981486,0.011924851575076315,0.976201681556774,0.9759843032177469,0.9697018305772919
0.09801801801801802,0.013289459890571023,0.0056707879316497106,0.012156733987415269,0.9761864653424384,0.9759611824904615,0.9695222571903452
0.09837837837837837,0.013576747659060659,0.005815882025487937,0.012392530922783371,0.9761707120990186,0.9759372808873124,0.9693385781110277
0.09873873873873874,0.01386893764882976,0.005963965823978619,0.012632309597822116,0.9761544056382007,0.9759125759086198,0.9691507056599029
0.0990990990990991,0.014166097515617017,0.006115089127134865,0.012876138695726394,0.9761375293549198,0.9758870444960015,0.9689585501458693
0.09945945945945946,0.014468295890985635,0.006269302530901785,0.013124088407193148,0.9761200662176133,0.9758606630191171,0.9687620198100018
0.09981981981981981,0.01477560240316474,0.006426657445065211,0.013376230472666709,0.9761019987585011,0.9758334072627196,0.9685610207678419
0.10018018018018018,0.015088087698427892,0.006587206111706653,0.013632638225989046,0.9760833090633066,0.9758052524127269,0.9683554569493245
0.10054054054054054,0.015405823463012681,0.006751001624206109,0.013893386639446486,0.9760639787609198,0.9757761730422403,0.968145230037087
0.1009009009009009,0.015728882445594495,0.006918097946812687,0.014158552370320878,0.976043989012843,0.9757461430972459,0.9679302394021214
0.10126126126126127,0.016057338480348567,0.007088549934807245,0.014428213808949432,0.9760233205020069,0.9757151358816318,0.9677103820376061
0.10162162162162162,0.016391266510580423,0.007262413355267766,0.014702451128324983,0.9760019534218783,0.9756831240421763,0.967485552490964
0.10198198198198198,0.016730742612978886,0.0074397449084624995,0.014981346335445582,0.9759798674648728,0.9756500795529067,0.9672556427919524
0.10234234234234234,0.017075844022487456,0.0076206022498907545,0.015264983324221356,0.9759570418104826,0.9756159736989651,0.9670205423803718
0.10270270270270271,0.017426649157802045,0.007805044012988924,0.015553447930274073,0.9759334551134756,0.9755807770602087,0.9667801380292407
0.10306306306306307,0.017783237647551776,0.00799312983252168,0.015846827987436266,0.9759090854911189,0.9755444594943472,0.9665343137670122
0.10342342342342342,0.018145690357118896,0.0081849203686923,0.0161452133862449,0.9758839105109737,0.9755069901193768,0.9662829507955575
0.10378378378378378,0.018514089416191124,0.008380477331980692,0.016448696134317344,0.9758579071773021,0.9754683372957963,0.9660259274063284
0.10414414414414415,0.018888518246984284,0.008579863508739733,0.016757370418787308,0.9758310519182821,0.975428468608227,0.9657631188929325
0.1045045045045045,0.019269061593240704,0.008783142787578472,0.017071332670812397,0.9758033205717256,0.9753873508464023,0.9654943974610812
0.10486486486486486,0.01965580554993647,0.008990380186550991,0.017390681632327317,0.9757746883714902,0.9753449499857291,0.9652196321343913
0.10522522522522522,0.02004883759379846,0.009201641881178935,0.01771551842495159,0.9757451299325903,0.9753012311674001,0.964938688657865
0.10558558558558559,0.02044824661438238,0.009416995233266357,0.018045946621325422,0.9757146192366442,0.9752561586775319,0.9646514293969631
0.10594594594594595,0.020854122947236202,0.00963650882106635,0.01838207231877606,0.9756831296163433,0.9752096959262302,0.9643577132339552
0.1063063063063063,0.02126655840475109,0.009860252469201239,0.018724004215581787,0.9756506337401807,0.9751618054256326,0.9640573954593628
0.10666666666666667,0.02168564631208011,0.010088297281102164,0.019071853689786086,0.9756171035958381,0.9751124487673924,0.963750327659965
0.10702702702702703,0.02211148154078108,0.01032071567125182,0.019425734880680636,0.9755825104741136,0.9750615865996821,0.9634363576030597
0.10738738738738739,0.02254416054464168,0.010557581398919777,0.019785764773129034,0.9755468249516874,0.9750091786033029,0.9631153291154725
0.10774774774774774,0.022983781396234474,0.010798969602872003,0.02015206328472874,0.9755100168736539,0.9749551834670955,0.9627870819590718
0.10810810810810811,0.02343044382442141,0.011044956837161737,0.020524753356048413,0.9754720553355969,0.9748995588628122,0.9624514517001473
0.10846846846846847,0.023884249252860104,0.011295621108050692,0.020903961043804084,0.9754329086652267,0.974842261418964,0.9621082695760615
0.10882882882882883,0.024345300839516998,0.011551041912089704,0.021289815617417527,0.9753925444033514,0.9747832466939732,0.961757362354546
0.10918918918918918,0.024813703517249253,0.0118113002754012,0.02168244965878173,0.9753509292841541,0.9747224691486496,0.9613985521892243
0.10954954954954955,0.02528956403542703,0.012076478794204317,0.022081999165536933,0.9753080292154492,0.9746598821175468,0.9610316564684835
0.10990990990990991,0.025772991002691214,0.01234666167662617,0.022488603657799762,0.9752638092578856,0.974595437779714,0.9606564876599387
0.11027027027027027,0.026264094930835237,0.012621934785844835,0.022902406288707728,0.9752182336035958,0.9745290871282197,0.9602728531473097
0.11063063063063062,0.02676298827985112,0.012902385684602962,0.023323553958720083,0.9751712655545698,0.9744607799390301,0.9598805550616438
0.110990990990991,0.027269785504184033,0.013188103681146295,0.023752197433775296,0.9751228674999771,0.9743904647387518,0.9594793901068552
0.11135135135135135,0.027784603100209946,0.013479179876632238,0.02418849146768154,0.9750730008931736,0.9743180887712961,0.959069149376665
0.11171171171171171,0.028307559655005688,0.013775707214063425,0.024632594928610127,0.9750216262276139,0.9742435979637769,0.9586496181658022
0.11207207207207207,0.028838775896371804,0.014077780528791922,0.025084670930023752,0.974968703012761,0.9741669368908288,0.958220575772783
0.11243243243243244,0.02937837474425956,0.014385496600654494,0.025544886965990797,0.9749141897483385,0.9740880487383339,0.957781795296067
0.11279279279279279,0.029926481363523563,0.014698954207800775,0.026013415051302932,0.9748580438985177,0.974006875265374,0.9573330434207505
0.11315315315315315,0.03048322321809638,0.015018254182240585,0.02649043186632717,0.9748002218653542,0.9739233567657568,0.9568740801972089
0.11351351351351352,0.031048730126631636,0.015343499467233608,0.02697611890676539,0.9747406789608754,0.9738374320272882,0.9564046588117341
0.11387387387387388,0.031623134319637376,0.015674795176515655,0.02747066263871198,0.9746793693786497,0.9737490382905286,0.9559245253459817
0.11423423423423423,0.032206570498103756,0.016012248655459083,0.027974254658696334,0.974616246164894,0.973658111205941,0.9554334185294298
0.11459459459459459,0.03279917589377333,0.016355969544256454,0.028487091859532594,0.9745512611875663,0.9735645847892944,0.9549310694787734
0.11495495495495496,0.03340109033093415,0.016706069843134042,0.02900937660144788,0.9744843651061234,0.9734683913762127,0.9544172014292808
0.11531531531531532,0.03401245628996521,0.01706266397973577,0.029541316889242688,0.9744155073386821,0.9733694615747445,0.9538915294533024
0.11567567567567567,0.034633418972509517,0.017425868878713394,0.030083126555228313,0.9743446360293916,0.9732677242162471,0.9533537601684596
0.11603603603603603,0.03526412636842931,0.017795804033593137,0.030635025448383396,0.9742716980143402,0.9731631063050573,0.9528035914329585
0.1163963963963964,0.03590472932455977,0.018172591581019932,0.031197239629653758,0.9741966387859922,0.9730555329663053,0.9522407120296102
0.11675675675675676,0.036555381615256906,0.018556356377458713,0.031770001573975734,0.97411940245746,0.9729449273917672,0.9516648013343378
0.11711711711711711,0.037216240014871456,0.018947226078418408,0.032353550378558735,0.9740399317248765,0.9728312107838618,0.9510755289739847
